match_id,type,title,scenario,user_story,why_1,why_2,why_3,impact,urgency,step_1,step_2,step_3,source,plain_text
da0df62721b0,conflict,Конфликт: Голосовые оповещения о рисках ↔ Голосовые подсказки,Две фичи претендуют на один экран («Ответ голоса») и могут потянуть метрики в разные стороны. Без правил выкатов UX становится непредсказуемым.,"Как водитель/пассажир, я не хочу, чтобы изменения в интерфейсе мешали друг другу и ухудшали опыт.",Обе функции меняют один и тот же экран: Ответ голоса.,Метрики тянут в разные стороны (безопасность ↔ успешное завершение поездок).,Борьба за один слот интерфейса — нужен приоритет.,Высокий риск ухудшения пользовательского опыта или метрик. Нужны правила и последовательность выката.,HIGH,"Зафиксировать ADR: варианты, гардрейлы, порядок выката.",Назначить 20‑мин медиэйшн.,Включить мониторинг ключевых метрик на период выката.,"A-1063, A-1065","Конфликт: Голосовые оповещения о рисках ↔ Голосовые подсказки
Сценарий: Две фичи претендуют на один экран («Ответ голоса») и могут потянуть метрики в разные стороны. Без правил выкатов UX становится непредсказуемым.
История пользователя: Как водитель/пассажир, я не хочу, чтобы изменения в интерфейсе мешали друг другу и ухудшали опыт.
Почему:
• Обе функции меняют один и тот же экран: Ответ голоса.
• Метрики тянут в разные стороны (безопасность ↔ успешное завершение поездок).
• Борьба за один слот интерфейса — нужен приоритет.
Эффект: Высокий риск ухудшения пользовательского опыта или метрик. Нужны правила и последовательность выката.
Что делаем:
• Зафиксировать ADR: варианты, гардрейлы, порядок выката.
• Назначить 20‑мин медиэйшн.
• Включить мониторинг ключевых метрик на период выката.
Источники: A-1063, A-1065.
"
0236ad37247d,conflict,Конфликт: Эксперименты и флаги ↔ Эксперименты и флаги,Две фичи претендуют на один экран («Настройки») и могут потянуть метрики в разные стороны. Без правил выкатов UX становится непредсказуемым.,"Как водитель, я не хочу, чтобы изменения в интерфейсе мешали друг другу и ухудшали опыт.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Локальный риск пересечения работ — нужно согласовать приоритеты.,LOW,"Зафиксировать ADR: варианты, гардрейлы, порядок выката.",Назначить 20‑мин медиэйшн.,Включить мониторинг ключевых метрик на период выката.,"D-1013, D-1014","Конфликт: Эксперименты и флаги ↔ Эксперименты и флаги
Сценарий: Две фичи претендуют на один экран («Настройки») и могут потянуть метрики в разные стороны. Без правил выкатов UX становится непредсказуемым.
История пользователя: Как водитель, я не хочу, чтобы изменения в интерфейсе мешали друг другу и ухудшали опыт.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Локальный риск пересечения работ — нужно согласовать приоритеты.
Что делаем:
• Зафиксировать ADR: варианты, гардрейлы, порядок выката.
• Назначить 20‑мин медиэйшн.
• Включить мониторинг ключевых метрик на период выката.
Источники: D-1013, D-1014.
"
087f99123927,duplicate,Дубликат: Скорость ответа голоса × Скорость ответа голоса,"Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: API голосовых подсказок.,Обе функции меняют один и тот же экран: Ответ голоса.,Работа с одним и тем же объектом: сессия.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","A-1058, A-1068","Дубликат: Скорость ответа голоса × Скорость ответа голоса
Сценарий: Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: API голосовых подсказок.
• Обе функции меняют один и тот же экран: Ответ голоса.
• Работа с одним и тем же объектом: сессия.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: A-1058, A-1068.
"
4ee7fa37401c,duplicate,Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках,"Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: Фид голосовых предупреждений.,Обе функции меняют один и тот же экран: Ответ голоса.,Работа с одним и тем же объектом: событие безопасности.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","A-1059, A-1067","Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках
Сценарий: Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: Фид голосовых предупреждений.
• Обе функции меняют один и тот же экран: Ответ голоса.
• Работа с одним и тем же объектом: событие безопасности.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: A-1059, A-1067.
"
6e8f978664bc,duplicate,Дубликат: Эксперименты и флаги × Эксперименты и флаги,"Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","D-1002, D-1013","Дубликат: Эксперименты и флаги × Эксперименты и флаги
Сценарий: Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: D-1002, D-1013.
"
05d8cd51acdb,duplicate,Дубликат: Эксперименты и флаги × Эксперименты и флаги,"Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","D-1002, D-1014","Дубликат: Эксперименты и флаги × Эксперименты и флаги
Сценарий: Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: D-1002, D-1014.
"
2d4e0ded6b5b,duplicate,Дубликат: Эксперименты и флаги × Эксперименты и флаги,"Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","D-1013, D-1014","Дубликат: Эксперименты и флаги × Эксперименты и флаги
Сценарий: Две команды параллельно меняют одно и то же: Настройки и Настройки. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: D-1013, D-1014.
"
371f4a947f5e,duplicate,Дубликат: Промо и лояльность × Промо и лояльность,"Две команды параллельно меняют одно и то же: Оформление заказа и Оформление заказа. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: API промо/лояльности.,Обе функции меняют один и тот же экран: Оформление заказа.,Работа с одним и тем же объектом: схема доплат.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","P-1028, P-1034","Дубликат: Промо и лояльность × Промо и лояльность
Сценарий: Две команды параллельно меняют одно и то же: Оформление заказа и Оформление заказа. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: API промо/лояльности.
• Обе функции меняют один и тот же экран: Оформление заказа.
• Работа с одним и тем же объектом: схема доплат.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: P-1028, P-1034.
"
ce294a889ad4,duplicate,Дубликат: Точки входа/подъезды × Точки входа/подъезды,"Две команды параллельно меняют одно и то же: Зона подачи и Экран карты. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как пользователь, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: API точек входа/подъездов.,Работа с одним и тем же объектом: место (POI).,Команды решают одну и ту же задачу.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","M-1043, M-1049","Дубликат: Точки входа/подъезды × Точки входа/подъезды
Сценарий: Две команды параллельно меняют одно и то же: Зона подачи и Экран карты. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как пользователь, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: API точек входа/подъездов.
• Работа с одним и тем же объектом: место (POI).
• Команды решают одну и ту же задачу.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: M-1043, M-1049.
"
dd7581619cf3,duplicate,Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках,"Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: Фид голосовых предупреждений.,Обе функции меняют один и тот же экран: Ответ голоса.,Команды решают одну и ту же задачу.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","A-1063, A-1067","Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках
Сценарий: Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: Фид голосовых предупреждений.
• Обе функции меняют один и тот же экран: Ответ голоса.
• Команды решают одну и ту же задачу.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: A-1063, A-1067.
"
